/dataset/transport-customer-information,data.qld.gov.au,679,408,00:00:13,0,0.00%,10.01%,A$0.00
/group/maps-and-geospatial?page=2,data.qld.gov.au,679,611,00:00:18,0,0.00%,10.01%,A$0.00
/group/organisations,data.qld.gov.au,679,611,00:00:09,0,0.00%,10.01%,A$0.00
/organization/natural-resources-and-mines,data.qld.gov.au,679,475,00:00:27,0,0.00%,0.00%,A$0.00
/dashboard?__no_cache__=True&id=qps-001,data.qld.gov.au,611,408,00:00:14,0,0.00%,0.00%,A$0.00
/dataset?page=8,data.qld.gov.au,611,475,00:00:28,0,0.00%,11.13%,A$0.00
/dataset?tags=Qld+Globe,data.qld.gov.au,611,543,00:00:06,0,0.00%,0.00%,A$0.00
/dataset?tags=Social+Services+Investment+Portal,data.qld.gov.au,611,272,00:00:06,68,0.00%,0.00%,A$0.00
/dataset/allocations-to-community-housing/resource/e7293ec4-db64-4c86-8e45-522724c9992e,data.qld.gov.au,611,408,00:01:15,0,0.00%,11.13%,A$0.00
/dataset/annual-pest-distribution-survey-series,data.qld.gov.au,611,340,00:02:56,68,0.00%,0.00%,A$0.00
/dataset/assisted-immigration-1848-to-1912,data.qld.gov.au,611,272,00:01:23,68,0.00%,11.13%,A$0.00
/dataset/bathymetric-lidar-for-sunshine-coast,data.qld.gov.au,611,408,00:00:12,204,33.33%,33.39%,A$0.00
/dataset/crime-locations-2000-present/resource/0d11bf41-f1dd-40b4-93de-666a81fb65c7,data.qld.gov.au,611,408,00:00:42,0,0.00%,11.13%,A$0.00
/dataset/customer-impact-survey-2012,data.qld.gov.au,611,475,00:06:25,0,0.00%,11.13%,A$0.00
/dataset/ds-nmds,data.qld.gov.au,611,475,00:02:33,136,50.00%,11.13%,A$0.00
/dataset/edit/household-and-dwelling-projections,data.qld.gov.au,611,136,00:00:06,0,0.00%,0.00%,A$0.00
/dataset/home-education-registrations,data.qld.gov.au,611,272,00:00:18,0,0.00%,11.13%,A$0.00
/dataset/http-www-dtesb-qld-gov-au-data-assets-excel-doc-0005-30965-webinar-summary-2011-12-dtesb-xlsx,data.qld.gov.au,611,136,00:00:09,0,0.00%,0.00%,A$0.00
/dataset/medical-research-funding,data.qld.gov.au,611,272,00:00:09,0,0.00%,0.00%,A$0.00
/dataset/ministerial-gifts-register,data.qld.gov.au,611,340,00:01:38,136,0.00%,11.13%,A$0.00
/dataset/new_resource/household-and-dwelling-projections,data.qld.gov.au,611,136,00:01:56,0,0.00%,0.00%,A$0.00
/dataset/online-business-webinar-data-2011-2012,data.qld.gov.au,611,340,00:00:09,0,0.00%,11.13%,A$0.00
/dataset/queensland-government-capital-works-building-projects,data.qld.gov.au,611,475,00:00:34,0,0.00%,0.00%,A$0.00
/dataset/queensland-public-hospitals,data.qld.gov.au,611,340,00:04:10,68,100.00%,22.26%,A$0.00
/dataset/queensland-state-schools-geographic-information/resource/e65034c9-6287-4244-a3d8-139f387de2a7,data.qld.gov.au,611,272,00:02:43,0,0.00%,22.26%,A$0.00
/dataset/state-controlled-roads-1km-marks-queensland,data.qld.gov.au,611,475,00:00:26,0,0.00%,0.00%,A$0.00
/dataset/statewide-planning-schemes-information-queensland,data.qld.gov.au,611,272,00:00:07,68,0.00%,0.00%,A$0.00
/en/user/login,data.qld.gov.au,611,611,00:00:44,408,0.00%,11.13%,A$0.00
/group/parks-and-recreation,data.qld.gov.au,611,543,00:00:06,0,0.00%,0.00%,A$0.00
/group/queensland-health,data.qld.gov.au,611,340,00:00:25,0,0.00%,22.26%,A$0.00
/organization/agriculture-fisheries-and-forestry,data.qld.gov.au,611,272,00:00:13,0,0.00%,0.00%,A$0.00
/organization/queensland-health,data.qld.gov.au,611,272,00:00:36,0,0.00%,11.13%,A$0.00
/dataset?page=7,data.qld.gov.au,543,475,00:00:25,0,0.00%,0.00%,A$0.00
/dataset?q=transport&page=2,data.qld.gov.au,543,475,00:00:06,0,0.00%,12.52%,A$0.00
/dataset/agricultural-land-audit-darling-downs-series,data.qld.gov.au,543,340,00:01:04,0,0.00%,12.52%,A$0.00
/dataset/air-quality-monitoring-2012/resource/d6b0efe6-a99e-4470-a78f-960174ff153e,data.qld.gov.au,543,136,00:02:17,68,0.00%,12.52%,A$0.00
/dataset/british-convict-registers/resource/78103c9f-f662-4632-88ec-eb76a2b051df,data.qld.gov.au,543,408,00:28:29,0,0.00%,25.05%,A$0.00
/dataset/coal-industry-review-statistical-tables/resource/9278538e-668b-4803-bfd6-5dc25c9fab2b,data.qld.gov.au,543,272,00:03:11,68,100.00%,37.57%,A$0.00
/dataset/crash-data-from-queensland-roads/resource/e88943c0-5968-4972-a15f-38e120d72ec0,data.qld.gov.au,543,475,00:01:52,68,0.00%,37.57%,A$0.00
/dataset/crime-locations-2000-present/resource/cf698f98-c57d-47ea-883f-b919aa8bb6eb?inner_span=True,data.qld.gov.au,543,475,00:00:38,0,0.00%,37.57%,A$0.00
/dataset/crime-statistics/resource/b9863712-4253-4ce8-82c9-dba889ae36da,data.qld.gov.au,543,408,00:00:40,0,0.00%,25.05%,A$0.00
/dataset/data-driven-test-dataset,data.qld.gov.au,543,204,00:00:30,0,0.00%,0.00%,A$0.00
/dataset/data-driven-test-dataset/resource/94a410b6-a051-4622-a9e5-e8729cd4dccf,data.qld.gov.au,543,204,00:12:47,0,0.00%,12.52%,A$0.00
/dataset/foreign-ownership-of-land,data.qld.gov.au,543,340,00:04:10,136,50.00%,25.05%,A$0.00
/dataset/groundwater-database-queensland,data.qld.gov.au,543,543,00:00:22,204,33.33%,12.52%,A$0.00
/dataset/land-resource-areas-series,data.qld.gov.au,543,475,00:00:26,0,0.00%,37.57%,A$0.00
/dataset/property-boundaries-queensland,data.qld.gov.au,543,408,00:00:23,204,66.67%,50.09%,A$0.00
/dataset/qfleet-government-leased-vehicle-fleet,data.qld.gov.au,543,272,00:00:10,68,0.00%,12.52%,A$0.00
/dataset/qps-ict-dashboard/resource/6acde08d-7f8c-4bbf-9381-654f24808273,data.qld.gov.au,543,204,00:02:06,0,0.00%,12.52%,A$0.00
/dataset/register-of-need,data.qld.gov.au,543,272,00:00:27,68,0.00%,0.00%,A$0.00
/dataset/shark-control-program-shark-catch-statistics,data.qld.gov.au,543,272,00:00:05,204,66.67%,25.05%,A$0.00
/dataset/state-school-enrolments-by-school-and-year-level-february-census,data.qld.gov.au,543,340,00:00:29,204,0.00%,37.57%,A$0.00
/dataset/vehicle-registrations/resource/a106c589-c457-4ef1-930b-5d59baa9acda,data.qld.gov.au,543,340,00:01:57,136,0.00%,37.57%,A$0.00
/dataset/workforce-and-human-resource-management-dete,data.qld.gov.au,543,204,00:00:26,68,100.00%,12.52%,A$0.00
/group/agriculture-fisheries-and-forestry,data.qld.gov.au,543,340,00:00:19,0,0.00%,0.00%,A$0.00
/group/information-and-communications-technology-ict,data.qld.gov.au,543,475,00:00:18,0,0.00%,12.52%,A$0.00
/group/mining,data.qld.gov.au,543,340,00:02:30,136,50.00%,12.52%,A$0.00
/organization/state-development-infrastructure-and-planning?page=2,data.qld.gov.au,543,136,00:02:31,0,0.00%,12.52%,A$0.00
/dataset?q=cattle,data.qld.gov.au,475,204,00:00:16,0,0.00%,0.00%,A$0.00
"/dataset?q=training&sort=score+desc,+metadata_modified+desc",data.qld.gov.au,475,68,00:00:16,0,0.00%,14.32%,A$0.00
/dataset?tags=Flood+Events+Globe,data.qld.gov.au,475,204,00:00:09,0,0.00%,0.00%,A$0.00
/dataset/activity/vehicle-registrations,data.qld.gov.au,475,136,00:00:02,0,0.00%,0.00%,A$0.00
/dataset/crime-statistics/resource/226bc579-926c-45b4-9f80-8db6916efe04,data.qld.gov.au,475,272,00:01:31,0,0.00%,28.63%,A$0.00
/dataset/department-of-housing-and-public-works-regional-boundaries,data.qld.gov.au,475,340,00:00:04,68,0.00%,0.00%,A$0.00
/dataset/department-of-the-premier-and-cabinet-gifts-and-benefits-register,data.qld.gov.au,475,272,00:00:22,68,0.00%,0.00%,A$0.00
/dataset/edit/projected-population-for-queensland,data.qld.gov.au,475,136,00:00:03,0,0.00%,0.00%,A$0.00
/dataset/general-transit-feed-specification-gtfs-seq/resource/b88b24d3-46d0-464a-ab02-76f29072de5d,data.qld.gov.au,475,408,00:03:38,136,100.00%,28.63%,A$0.00
